ppntID,base1,base2,fuel1,fuel2,fueltype1,fueltype2,choice_base,choice_fuel,choice_fueltype,questiontype,drawtime,responsetime
3,0.3226090591,0.5326090591,0.1627982106,0.9084746686,color,color,0.5326090591,0.9084746686,color,Which rocket has the best base?,1575342183892,1575342185399
3,0.1265692311,0.2465692311,0.2050638244,0.6108409993,color,color,0.2465692311,0.6108409993,color,Which rocket has the best base?,1575342186901,1575342188389
3,0.9736468323,0.8836468323,0.3575039718,0.7824326821,height,height,0.9736468323,0.3575039718,height,Which rocket has the best base?,1575342189892,1575342192620
3,0.1810115573,0.0310115573,0.2767040142,0.8991254336,color,height,0.1810115573,0.2767040142,color,Which rocket has the best base?,1575342194125,1575342195811
3,0.4430264775,0.1730264775,0.7144403029,0.9475295738,color,color,0.4430264775,0.7144403029,color,Which rocket has the best base?,1575342197316,1575342198430
3,0.3794531425,0.5594531425,0.3244044053,0.7386332343,color,color,0.5594531425,0.7386332343,color,Which rocket has the best base?,1575342199936,1575342201535
3,0.7076547227,0.9476547227,0.6626794385,0.7582041204,color,color,0.9476547227,0.7582041204,color,Which rocket has the best base?,1575342203041,1575342203996
3,0.0324091805,0.0924091805,0.3517244911,0.5588109971,color,color,0.0924091805,0.5588109971,color,Which rocket has the best base?,1575342205502,1575342209176
3,0.6443768668,0.9443768668,0.6572577336,0.1168456735,color,color,0.9443768668,0.1168456735,color,Which rocket has the best base?,1575342210681,1575342211695
3,0.1452641221,0.0565715797,0.3266688887,0.1466688887,height,color,0.1452641221,0.3266688887,height,Which rocket has the best fuel?,1575342214801,1575342216504
3,0.8686711393,0.2800027777,0.3773332627,0.4373332627,color,color,0.2800027777,0.4373332627,color,Which rocket has the best fuel?,1575342218006,1575342221262
3,0.6725899796,0.8759647306,0.7406747242,0.9506747242,height,height,0.8759647306,0.9506747242,height,Which rocket has the best fuel?,1575342222766,1575342224326
3,0.2221596949,0.5555384541,0.9561037194,0.7161037194,color,color,0.2221596949,0.9561037194,color,Which rocket has the best fuel?,1575342225831,1575342227422
3,0.8861876389,0.4374410718,0.9782540284,0.8882540284,height,height,0.8861876389,0.9782540284,height,Which rocket has the best fuel?,1575342228928,1575342230818
3,0.1446876893,0.8297533983,0.3326488315,0.4826488315,height,height,0.8297533983,0.4826488315,height,Which rocket has the best fuel?,1575342232329,1575342234094
3,0.8876445732,0.7867800436,0.7633563008,0.7933563008,height,height,0.7867800436,0.7933563008,height,Which rocket has the best fuel?,1575342235599,1575342237133
3,0.3911931986,0.9079838031,0.3361306862,0.1561306862,color,color,0.3911931986,0.3361306862,color,Which rocket has the best fuel?,1575342238638,1575342240994
3,0.7603182472,0.7915717446,0.5494675612,0.3094675612,height,color,0.7915717446,0.3094675612,color,Which rocket has the best fuel?,1575342242499,1575342243863
3,0.6611958018,0.8915796391,0.4673891257,0.6773891257,height,color,0.8915796391,0.6773891257,color,Which rocket has the best fuel?,1575342245368,1575342246788
3,0.8802529312,0.9555278573,0.5076776154,0.6276776154,color,color,0.9555278573,0.6276776154,color,Which rocket has the best fuel?,1575342248293,1575342249406
3,0.4230954161,0.5985462277,0.4621451205,0.7321451205,height,height,0.5985462277,0.7321451205,height,Which rocket has the best fuel?,1575342250910,1575342252281
3,0.6931228733,0.903428274,0.2719884993,0.0019884993,color,height,0.6931228733,0.2719884993,color,Which rocket has the best fuel?,1575342253787,1575342255756
3,0.9796493679,0.7611099356,0.5515991121,0.6715991121,color,height,0.9796493679,0.5515991121,color,Which rocket has the best fuel?,1575342257261,1575342259352
3,0.9544544595,0.963736483,0.192118005,0.252118005,color,height,0.963736483,0.252118005,height,Which rocket has the best fuel?,1575342260857,1575342262807
3,0.9393984682,0.1804624347,0.9517746719,0.6517746719,color,color,0.9393984682,0.9517746719,color,Which rocket has the best fuel?,1575342264312,1575342265867
3,0.2360662261,0.3042676912,0.1040578506,0.4040578506,height,color,0.3042676912,0.4040578506,color,Which rocket has the best fuel?,1575342267372,1575342269278
3,0.5563104423,0.0634138708,0.1846072421,0.2146072421,color,color,0.5563104423,0.1846072421,color,Which rocket has the best fuel?,1575342270783,1575342272725
3,0.7388420549,0.5283950886,0.6809077832,0.5909077832,color,height,0.7388420549,0.6809077832,color,Which rocket has the best fuel?,1575342274231,1575342275221
3,0.5310812013,0.9687327828,0.2232759263,0.0732759263,color,height,0.5310812013,0.2232759263,color,Which rocket has the best fuel?,1575342276726,1575342280030
3,0.4539118675,0.9285777248,0.3560418963,0.2660418963,color,color,0.4539118675,0.3560418963,color,Which rocket has the best fuel?,1575342281534,1575342283427
3,0.5138205181,0.3182824689,0.7730390109,0.5630390109,color,color,0.5138205181,0.7730390109,color,Which rocket has the best fuel?,1575342284932,1575342285924
3,0.1427463787,0.2163249776,0.2611993445,0.1111993445,color,color,0.1427463787,0.2611993445,color,Which rocket has the best fuel?,1575342287429,1575342289056
3,0.6213650201,0.1756614747,0.737558476,0.977558476,height,height,0.1756614747,0.977558476,height,Which rocket has the best fuel?,1575342290560,1575342299430
3,0.01422362,0.7590934742,0.0323663536,0.2123663536,height,height,0.7590934742,0.2123663536,height,Which rocket has the best fuel?,1575342300934,1575342302721
3,0.4870328342,0.5040600572,0.1641240585,0.4641240585,height,height,0.5040600572,0.4641240585,height,Which rocket has the best fuel?,1575342304226,1575342305531
3,0.8990409864,0.6098677122,0.3049872193,0.5749872193,color,color,0.6098677122,0.5749872193,color,Which rocket has the best fuel?,1575342307036,1575342308848
3,0.791161946,0.3631444696,0.6195289236,0.6795289236,height,height,0.3631444696,0.6795289236,height,Which rocket has the best fuel?,1575342310353,1575342312379
3,0.0547759129,0.1000445203,0.6480544564,0.7680544564,height,height,0.1000445203,0.7680544564,height,Which rocket has the best fuel?,1575342313886,1575342315257
3,0.8938515751,0.5352530186,0.3839184943,0.3539184943,color,height,0.8938515751,0.3839184943,color,Which rocket has the best fuel?,1575342316762,1575342318567
3,0.2754149979,0.6472833663,0.4531910929,0.5609453605,height,height,0.6472833663,0.5609453605,height,Which rocket has the best distance?,1575342321827,1575342324490
3,0.3807640531,0.3316499774,0.328631809,0.4187415589,color,color,0.3316499774,0.4187415589,color,Which rocket has the best distance?,1575342326000,1575342327899
3,0.3240024317,0.6429153393,0.5842867594,0.6429605266,color,color,0.6429153393,0.6429605266,color,Which rocket has the best distance?,1575342329406,1575342330732
